image_id,class_name,class_id,x_min,y_min,x_max,y_max
data/train/frame_62.jpg,Allianz,1,600,200,695,224
data/train/frame_63.jpg,Allianz,1,600,400,695,424
data/train/frame_64.jpg,Allianz,1,800,0,895,24
data/train/frame_65.jpg,Allianz,1,800,200,895,224
data/train/frame_66.jpg,Allianz,1,800,400,895,424
data/train/frame_67.jpg,Allianz,1,0,0,95,24
data/train/frame_68.jpg,Allianz,1,0,200,95,224
data/train/frame_69.jpg,Allianz,1,0,400,95,424
data/train/frame_70.jpg,Allianz,1,200,0,295,24
data/train/frame_71.jpg,No finding,0,0,0,1,1
data/train/frame_72.jpg,Allianz,1,200,200,295,224
data/train/frame_73.jpg,Allianz,1,200,400,295,424
data/train/frame_74.jpg,Allianz,1,400,0,495,24
data/train/frame_75.jpg,Allianz,1,400,200,495,224
data/train/frame_76.jpg,Allianz,1,400,400,495,424
data/train/frame_77.jpg,Allianz,1,600,0,695,24
data/train/frame_78.jpg,Allianz,1,600,200,695,224
data/train/frame_79.jpg,Allianz,1,600,400,695,424
data/train/frame_80.jpg,Allianz,1,800,0,895,24
data/train/frame_81.jpg,No finding,0,0,0,1,1
data/train/frame_82.jpg,Allianz,1,800,200,895,224
data/train/frame_83.jpg,Allianz,1,800,400,895,424
data/train/frame_84.jpg,Allianz,1,0,0,95,24
data/train/frame_85.jpg,Allianz,1,0,200,95,224
data/train/frame_86.jpg,Allianz,1,0,400,95,424
data/train/frame_87.jpg,Allianz,1,200,0,295,24
data/train/frame_88.jpg,Allianz,1,200,200,295,224
data/train/frame_89.jpg,Allianz,1,200,400,295,424
data/train/frame_90.jpg,Allianz,1,400,0,495,24
data/train/frame_91.jpg,No finding,0,0,0,1,1
data/train/frame_92.jpg,Allianz,1,400,200,495,224
data/train/frame_93.jpg,Allianz,1,400,400,495,424
data/train/frame_94.jpg,Allianz,1,600,0,695,24
data/train/frame_95.jpg,Allianz,1,600,200,695,224
data/train/frame_96.jpg,Allianz,1,600,400,695,424
data/train/frame_97.jpg,Allianz,1,800,0,895,24
data/train/frame_98.jpg,Allianz,1,800,200,895,224
data/train/frame_99.jpg,Allianz,1,800,400,895,424
data/train/frame_100.jpg,Allianz,1,0,0,95,24
data/train/frame_101.jpg,No finding,0,0,0,1,1
data/train/frame_102.jpg,Allianz,1,0,200,95,224
data/train/frame_103.jpg,Allianz,1,0,400,95,424
data/train/frame_104.jpg,Allianz,1,200,0,295,24
data/train/frame_105.jpg,Allianz,1,200,200,295,224
data/train/frame_106.jpg,Allianz,1,200,400,295,424
data/train/frame_107.jpg,Allianz,1,400,0,495,24
data/train/frame_108.jpg,Allianz,1,400,200,495,224
data/train/frame_109.jpg,Allianz,1,400,400,495,424
data/train/frame_110.jpg,Allianz,1,600,0,695,24
data/train/frame_111.jpg,No finding,0,0,0,1,1
data/train/frame_112.jpg,Allianz,1,600,200,695,224
data/train/frame_113.jpg,Allianz,1,600,400,695,424
data/train/frame_114.jpg,Allianz,1,800,0,895,24
data/train/frame_115.jpg,Allianz,1,800,200,895,224
data/train/frame_116.jpg,Allianz,1,800,400,895,424
data/train/frame_117.jpg,Allianz,1,0,0,95,24
data/train/frame_118.jpg,Allianz,1,0,200,95,224
data/train/frame_119.jpg,Allianz,1,0,400,95,424
data/train/frame_120.jpg,Allianz,1,200,0,295,24
data/train/frame_121.jpg,No finding,0,0,0,1,1
data/train/frame_122.jpg,Allianz,1,200,200,295,224
data/train/frame_123.jpg,Allianz,1,200,400,295,424
data/train/frame_124.jpg,Allianz,1,400,0,495,24
data/train/frame_125.jpg,Allianz,1,400,200,495,224
data/train/frame_126.jpg,Allianz,1,400,400,495,424
data/train/frame_127.jpg,Allianz,1,600,0,695,24
data/train/frame_128.jpg,Allianz,1,600,200,695,224
data/train/frame_129.jpg,Allianz,1,600,400,695,424
data/train/frame_130.jpg,Allianz,1,800,0,895,24
data/train/frame_131.jpg,No finding,0,0,0,1,1
data/train/frame_132.jpg,Allianz,1,800,200,895,224
data/train/frame_133.jpg,Allianz,1,800,400,895,424
data/train/frame_134.jpg,Allianz,1,0,0,95,24
data/train/frame_135.jpg,Allianz,1,0,200,95,224
data/train/frame_136.jpg,Allianz,1,0,400,95,424
data/train/frame_137.jpg,Allianz,1,200,0,295,24
data/train/frame_138.jpg,Allianz,1,200,200,295,224
data/train/frame_139.jpg,Allianz,1,200,400,295,424
data/train/frame_140.jpg,Allianz,1,400,0,495,24
data/train/frame_141.jpg,No finding,0,0,0,1,1
data/train/frame_142.jpg,Allianz,1,400,200,495,224
data/train/frame_143.jpg,Allianz,1,400,400,495,424
data/train/frame_144.jpg,Allianz,1,600,0,695,24
data/train/frame_145.jpg,Allianz,1,600,200,695,224
data/train/frame_146.jpg,Allianz,1,600,400,695,424
data/train/frame_147.jpg,Allianz,1,800,0,895,24
data/train/frame_148.jpg,Allianz,1,800,200,895,224
data/train/frame_149.jpg,Allianz,1,800,400,895,424
data/train/frame_150.jpg,Allianz,1,0,0,95,24
data/train/frame_151.jpg,No finding,0,0,0,1,1
data/train/frame_152.jpg,Allianz,1,0,200,95,224
data/train/frame_153.jpg,Allianz,1,0,400,95,424
data/train/frame_154.jpg,Allianz,1,200,0,295,24
data/train/frame_155.jpg,Allianz,1,200,200,295,224
data/train/frame_156.jpg,Allianz,1,200,400,295,424
data/train/frame_157.jpg,Allianz,1,400,0,495,24
data/train/frame_158.jpg,Allianz,1,400,200,495,224
data/train/frame_159.jpg,Allianz,1,400,400,495,424
data/train/frame_160.jpg,Allianz,1,600,0,695,24
data/train/frame_161.jpg,No finding,0,0,0,1,1
data/train/frame_162.jpg,Allianz,1,600,200,695,224
data/train/frame_163.jpg,Allianz,1,600,400,695,424
data/train/frame_164.jpg,Allianz,1,800,0,895,24
data/train/frame_165.jpg,Allianz,1,800,200,895,224
data/train/frame_166.jpg,Allianz,1,800,400,895,424
data/train/frame_167.jpg,Allianz,1,0,0,95,24
data/train/frame_168.jpg,Allianz,1,0,200,95,224
data/train/frame_169.jpg,Allianz,1,0,400,95,424
data/train/frame_170.jpg,Allianz,1,200,0,295,24
data/train/frame_171.jpg,No finding,0,0,0,1,1
data/train/frame_172.jpg,Allianz,1,200,200,295,224
data/train/frame_173.jpg,Allianz,1,200,400,295,424
data/train/frame_174.jpg,Allianz,1,400,0,495,24
data/train/frame_175.jpg,Allianz,1,400,200,495,224
data/train/frame_176.jpg,Allianz,1,400,400,495,424
data/train/frame_177.jpg,Allianz,1,600,0,695,24
data/train/frame_178.jpg,Allianz,1,600,200,695,224
data/train/frame_179.jpg,Allianz,1,600,400,695,424
data/train/frame_180.jpg,Allianz,1,800,0,895,24
data/train/frame_181.jpg,No finding,0,0,0,1,1
data/train/frame_182.jpg,Allianz,1,800,200,895,224
data/train/frame_183.jpg,Allianz,1,800,400,895,424
data/train/frame_184.jpg,Allianz,1,0,0,95,24
data/train/frame_185.jpg,Allianz,1,0,200,95,224
data/train/frame_186.jpg,Allianz,1,0,400,95,424
data/train/frame_187.jpg,Allianz,1,200,0,295,24
data/train/frame_188.jpg,Allianz,1,200,200,295,224
data/train/frame_189.jpg,Allianz,1,200,400,295,424
data/train/frame_190.jpg,Allianz,1,400,0,495,24
data/train/frame_191.jpg,No finding,0,0,0,1,1
data/train/frame_192.jpg,Allianz,1,400,200,495,224
data/train/frame_193.jpg,Allianz,1,400,400,495,424
data/train/frame_194.jpg,Allianz,1,600,0,695,24
data/train/frame_195.jpg,Allianz,1,600,200,695,224
data/train/frame_196.jpg,Allianz,1,600,400,695,424
data/train/frame_197.jpg,Allianz,1,800,0,895,24
data/train/frame_198.jpg,Allianz,1,800,200,895,224
data/train/frame_199.jpg,Allianz,1,800,400,895,424
data/train/frame_200.jpg,Allianz,1,0,0,95,24
data/train/frame_201.jpg,No finding,0,0,0,1,1
data/train/frame_202.jpg,Allianz,1,0,200,95,224
data/train/frame_203.jpg,Allianz,1,0,400,95,424
data/train/frame_204.jpg,Allianz,1,200,0,295,24
data/train/frame_205.jpg,Allianz,1,200,200,295,224
data/train/frame_206.jpg,Allianz,1,200,400,295,424
data/train/frame_207.jpg,Allianz,1,400,0,495,24
data/train/frame_208.jpg,Allianz,1,400,200,495,224
data/train/frame_209.jpg,Allianz,1,400,400,495,424
data/train/frame_210.jpg,Allianz,1,600,0,695,24
data/train/frame_211.jpg,No finding,0,0,0,1,1
data/train/frame_212.jpg,Allianz,1,600,200,695,224
data/train/frame_213.jpg,Allianz,1,600,400,695,424
data/train/frame_214.jpg,Allianz,1,800,0,895,24
data/train/frame_215.jpg,Allianz,1,800,200,895,224
data/train/frame_216.jpg,Allianz,1,800,400,895,424
data/train/frame_217.jpg,Allianz,1,0,0,95,24
data/train/frame_218.jpg,Allianz,1,0,200,95,224
data/train/frame_219.jpg,Allianz,1,0,400,95,424
data/train/frame_220.jpg,Allianz,1,200,0,295,24
data/train/frame_221.jpg,No finding,0,0,0,1,1
data/train/frame_222.jpg,Allianz,1,200,200,295,224
data/train/frame_223.jpg,Allianz,1,200,400,295,424
data/train/frame_224.jpg,Allianz,1,400,0,495,24
data/train/frame_225.jpg,Allianz,1,400,200,495,224
data/train/frame_226.jpg,Allianz,1,400,400,495,424
data/train/frame_227.jpg,Allianz,1,600,0,695,24
data/train/frame_228.jpg,Allianz,1,600,200,695,224
data/train/frame_229.jpg,Allianz,1,600,400,695,424
data/train/frame_230.jpg,Allianz,1,800,0,895,24
data/train/frame_231.jpg,No finding,0,0,0,1,1
data/train/frame_232.jpg,Allianz,1,800,200,895,224
data/train/frame_233.jpg,Allianz,1,800,400,895,424
data/train/frame_234.jpg,Allianz,1,0,0,95,24
data/train/frame_235.jpg,Allianz,1,0,200,95,224
data/train/frame_236.jpg,Allianz,1,0,400,95,424
data/train/frame_237.jpg,Allianz,1,200,0,295,24
data/train/frame_238.jpg,Allianz,1,200,200,295,224
data/train/frame_239.jpg,Allianz,1,200,400,295,424
data/train/frame_240.jpg,Allianz,1,400,0,495,24
data/train/frame_241.jpg,No finding,0,0,0,1,1
data/train/frame_242.jpg,Allianz,1,400,200,495,224
data/train/frame_243.jpg,Allianz,1,400,400,495,424
data/train/frame_244.jpg,Allianz,1,600,0,695,24
data/train/frame_245.jpg,Allianz,1,600,200,695,224
data/train/frame_246.jpg,Allianz,1,600,400,695,424
data/train/frame_247.jpg,Allianz,1,800,0,895,24
data/train/frame_248.jpg,Allianz,1,800,200,895,224
data/train/frame_249.jpg,Allianz,1,800,400,895,424
data/train/frame_250.jpg,Allianz,1,0,0,95,24
data/train/frame_251.jpg,No finding,0,0,0,1,1
data/train/frame_252.jpg,Allianz,1,0,200,95,224
data/train/frame_253.jpg,Allianz,1,0,400,95,424
data/train/frame_254.jpg,Allianz,1,200,0,295,24
data/train/frame_255.jpg,Allianz,1,200,200,295,224
data/train/frame_256.jpg,Allianz,1,200,400,295,424
data/train/frame_257.jpg,Allianz,1,400,0,495,24
data/train/frame_258.jpg,Allianz,1,400,200,495,224
data/train/frame_259.jpg,Allianz,1,400,400,495,424
data/train/frame_260.jpg,Allianz,1,600,0,695,24
data/train/frame_261.jpg,No finding,0,0,0,1,1
data/train/frame_262.jpg,Allianz,1,600,200,695,224
data/train/frame_263.jpg,Allianz,1,600,400,695,424
data/train/frame_264.jpg,Allianz,1,800,0,895,24
data/train/frame_265.jpg,Allianz,1,800,200,895,224
data/train/frame_266.jpg,Allianz,1,800,400,895,424
data/train/frame_267.jpg,Allianz,1,0,0,95,24
data/train/frame_268.jpg,Allianz,1,0,200,95,224
data/train/frame_269.jpg,Allianz,1,0,400,95,424
data/train/frame_270.jpg,Allianz,1,200,0,295,24
data/train/frame_271.jpg,No finding,0,0,0,1,1
data/train/frame_272.jpg,Allianz,1,200,200,295,224
data/train/frame_273.jpg,Allianz,1,200,400,295,424
data/train/frame_274.jpg,Allianz,1,400,0,495,24
data/train/frame_275.jpg,Allianz,1,400,200,495,224
data/train/frame_276.jpg,Allianz,1,400,400,495,424
data/train/frame_277.jpg,Allianz,1,600,0,695,24
data/train/frame_278.jpg,Allianz,1,600,200,695,224
data/train/frame_279.jpg,Allianz,1,600,400,695,424
data/train/frame_280.jpg,Allianz,1,800,0,895,24
data/train/frame_281.jpg,No finding,0,0,0,1,1
data/train/frame_282.jpg,Allianz,1,800,200,895,224
data/train/frame_283.jpg,Allianz,1,800,400,895,424
data/train/frame_284.jpg,Allianz,1,0,0,95,24
data/train/frame_285.jpg,Allianz,1,0,200,95,224
data/train/frame_286.jpg,Allianz,1,0,400,95,424
data/train/frame_287.jpg,Allianz,1,200,0,295,24
data/train/frame_288.jpg,Allianz,1,200,200,295,224
data/train/frame_289.jpg,Allianz,1,200,400,295,424
data/train/frame_290.jpg,Allianz,1,400,0,495,24
data/train/frame_291.jpg,No finding,0,0,0,1,1
data/train/frame_292.jpg,Allianz,1,400,200,495,224
data/train/frame_293.jpg,Allianz,1,400,400,495,424
data/train/frame_294.jpg,Allianz,1,600,0,695,24
data/train/frame_295.jpg,Allianz,1,600,200,695,224
data/train/frame_296.jpg,Allianz,1,600,400,695,424
data/train/frame_297.jpg,Allianz,1,800,0,895,24
data/train/frame_298.jpg,Allianz,1,800,200,895,224
data/train/frame_299.jpg,Allianz,1,800,400,895,424
data/train/frame_300.jpg,Allianz,1,0,0,95,24
data/train/frame_301.jpg,No finding,0,0,0,1,1
data/train/frame_302.jpg,Allianz,1,0,200,95,224
data/train/frame_303.jpg,Allianz,1,0,400,95,424
data/train/frame_304.jpg,Allianz,1,200,0,295,24
data/train/frame_305.jpg,Allianz,1,200,200,295,224
data/train/frame_306.jpg,Allianz,1,200,400,295,424
data/train/frame_307.jpg,Allianz,1,400,0,495,24
data/train/frame_308.jpg,Allianz,1,400,200,495,224
data/train/frame_309.jpg,Allianz,1,400,400,495,424
data/train/frame_310.jpg,Allianz,1,600,0,695,24
data/train/frame_311.jpg,No finding,0,0,0,1,1
data/train/frame_312.jpg,Allianz,1,600,200,695,224
data/train/frame_313.jpg,Allianz,1,600,400,695,424
data/train/frame_314.jpg,Allianz,1,800,0,895,24
data/train/frame_315.jpg,Allianz,1,800,200,895,224
data/train/frame_316.jpg,Allianz,1,800,400,895,424
data/train/frame_317.jpg,Allianz,1,0,0,95,24
data/train/frame_318.jpg,Allianz,1,0,200,95,224
data/train/frame_319.jpg,Allianz,1,0,400,95,424
data/train/frame_320.jpg,Allianz,1,200,0,295,24
data/train/frame_321.jpg,No finding,0,0,0,1,1
data/train/frame_322.jpg,Allianz,1,200,200,295,224
data/train/frame_323.jpg,Allianz,1,200,400,295,424
data/train/frame_324.jpg,Allianz,1,400,0,495,24
data/train/frame_325.jpg,Allianz,1,400,200,495,224
data/train/frame_326.jpg,Allianz,1,400,400,495,424
data/train/frame_327.jpg,Allianz,1,600,0,695,24
data/train/frame_328.jpg,Allianz,1,600,200,695,224
data/train/frame_329.jpg,Allianz,1,600,400,695,424
data/train/frame_330.jpg,Allianz,1,800,0,895,24
data/train/frame_331.jpg,No finding,0,0,0,1,1
data/train/frame_332.jpg,Allianz,1,800,200,895,224
data/train/frame_333.jpg,Allianz,1,800,400,895,424
data/train/frame_334.jpg,Allianz,1,0,0,95,25
data/train/frame_335.jpg,Allianz,1,0,200,95,225
data/train/frame_336.jpg,Allianz,1,0,400,95,425
data/train/frame_337.jpg,Allianz,1,0,600,95,625
data/train/frame_338.jpg,Allianz,1,200,0,295,25
data/train/frame_339.jpg,Allianz,1,200,200,295,225
data/train/frame_340.jpg,Allianz,1,200,400,295,425
data/train/frame_341.jpg,No finding,0,0,0,1,1
data/train/frame_342.jpg,Allianz,1,200,600,295,625
data/train/frame_343.jpg,Allianz,1,400,0,495,25
data/train/frame_344.jpg,Allianz,1,400,200,495,225
data/train/frame_345.jpg,Allianz,1,400,400,495,425
data/train/frame_346.jpg,Allianz,1,400,600,495,625
data/train/frame_347.jpg,Allianz,1,600,0,695,25
data/train/frame_348.jpg,Allianz,1,600,200,695,225
data/train/frame_349.jpg,Allianz,1,600,400,695,425
data/train/frame_350.jpg,Allianz,1,600,600,695,625
data/train/frame_351.jpg,No finding,0,0,0,1,1
data/train/frame_352.jpg,Allianz,1,800,0,895,25
data/train/frame_353.jpg,Allianz,1,800,200,895,225
data/train/frame_354.jpg,Allianz,1,800,400,895,425
data/train/frame_355.jpg,Allianz,1,800,600,895,625
data/train/frame_356.jpg,Allianz,1,0,0,95,25
data/train/frame_357.jpg,Allianz,1,0,200,95,225
data/train/frame_358.jpg,Allianz,1,0,400,95,425
data/train/frame_359.jpg,Allianz,1,0,600,95,625
data/train/frame_360.jpg,Allianz,1,200,0,295,25
data/train/frame_361.jpg,No finding,0,0,0,1,1
data/train/frame_362.jpg,Allianz,1,200,200,295,225
data/train/frame_363.jpg,Allianz,1,200,400,295,425
data/train/frame_364.jpg,Allianz,1,200,600,295,625
data/train/frame_365.jpg,Allianz,1,400,0,495,25
data/train/frame_366.jpg,Allianz,1,400,200,495,225
data/train/frame_367.jpg,Allianz,1,400,400,495,425
data/train/frame_368.jpg,Allianz,1,400,600,495,625
data/train/frame_369.jpg,Allianz,1,600,0,695,25
data/train/frame_370.jpg,Allianz,1,600,200,695,225
data/train/frame_371.jpg,No finding,0,0,0,1,1
data/train/frame_372.jpg,Allianz,1,600,400,695,425
data/train/frame_373.jpg,Allianz,1,600,600,695,625
data/train/frame_374.jpg,Allianz,1,800,0,895,25
data/train/frame_375.jpg,Allianz,1,800,200,895,225
data/train/frame_376.jpg,Allianz,1,800,400,895,425
data/train/frame_377.jpg,Allianz,1,800,600,895,625
data/train/frame_378.jpg,Allianz,1,0,0,95,25
data/train/frame_379.jpg,Allianz,1,0,200,95,225
data/train/frame_380.jpg,Allianz,1,0,400,95,425
data/train/frame_381.jpg,No finding,0,0,0,1,1
data/train/frame_382.jpg,Allianz,1,0,600,95,625
data/train/frame_383.jpg,Allianz,1,200,0,295,25
data/train/frame_384.jpg,Allianz,1,200,200,295,225
data/train/frame_385.jpg,Allianz,1,200,400,295,425
data/train/frame_386.jpg,Allianz,1,200,600,295,625
data/train/frame_387.jpg,Allianz,1,400,0,495,25
data/train/frame_388.jpg,Allianz,1,400,200,495,225
data/train/frame_389.jpg,Allianz,1,400,400,495,425
data/train/frame_390.jpg,Allianz,1,400,600,495,625
data/train/frame_391.jpg,No finding,0,0,0,1,1
data/train/frame_392.jpg,Allianz,1,600,0,695,25
data/train/frame_393.jpg,Allianz,1,600,200,695,225
data/train/frame_394.jpg,Allianz,1,600,400,695,425
data/train/frame_395.jpg,Allianz,1,600,600,695,625
data/train/frame_396.jpg,Allianz,1,800,0,895,25
data/train/frame_397.jpg,Allianz,1,800,200,895,225
data/train/frame_398.jpg,Allianz,1,800,400,895,425
data/train/frame_399.jpg,Allianz,1,800,600,895,625
data/train/frame_400.jpg,Allianz,1,0,0,95,25
data/train/frame_401.jpg,No finding,0,0,0,1,1
data/train/frame_402.jpg,Allianz,1,0,200,95,225
data/train/frame_403.jpg,Allianz,1,0,400,95,425
data/train/frame_404.jpg,Allianz,1,0,600,95,625
data/train/frame_405.jpg,Allianz,1,200,0,295,25
data/train/frame_406.jpg,Allianz,1,200,200,295,225
data/train/frame_407.jpg,Allianz,1,200,400,295,425
data/train/frame_408.jpg,Allianz,1,200,600,295,625
data/train/frame_409.jpg,Allianz,1,400,0,495,25
data/train/frame_410.jpg,Allianz,1,400,200,495,225
data/train/frame_411.jpg,No finding,0,0,0,1,1
data/train/frame_412.jpg,Allianz,1,400,400,495,425
data/train/frame_413.jpg,Allianz,1,400,600,495,625
data/train/frame_414.jpg,Allianz,1,600,0,695,25
data/train/frame_415.jpg,Allianz,1,600,200,695,225
data/train/frame_416.jpg,Allianz,1,600,400,695,425
data/train/frame_417.jpg,Allianz,1,600,600,695,625
data/train/frame_418.jpg,Allianz,1,800,0,895,25
data/train/frame_419.jpg,Allianz,1,800,200,895,225
data/train/frame_420.jpg,Allianz,1,800,400,895,425
data/train/frame_421.jpg,No finding,0,0,0,1,1
data/train/frame_422.jpg,Allianz,1,800,600,895,625
data/train/frame_423.jpg,Allianz,1,0,0,95,25
data/train/frame_424.jpg,Allianz,1,0,200,95,225
data/train/frame_425.jpg,Allianz,1,0,400,95,425
data/train/frame_426.jpg,Allianz,1,0,600,95,625
data/train/frame_427.jpg,Allianz,1,200,0,295,25
data/train/frame_428.jpg,Allianz,1,200,200,295,225
data/train/frame_429.jpg,Allianz,1,200,400,295,425
data/train/frame_430.jpg,Allianz,1,200,600,295,625
data/train/frame_431.jpg,No finding,0,0,0,1,1
data/train/frame_432.jpg,Allianz,1,400,0,495,25
data/train/frame_433.jpg,Allianz,1,400,200,495,225
data/train/frame_434.jpg,Allianz,1,400,400,495,425
data/train/frame_435.jpg,Allianz,1,400,600,495,625
data/train/frame_436.jpg,Allianz,1,600,0,695,25
data/train/frame_437.jpg,Allianz,1,600,200,695,225
data/train/frame_438.jpg,Allianz,1,600,400,695,425
data/train/frame_439.jpg,Allianz,1,600,600,695,625
data/train/frame_440.jpg,Allianz,1,800,0,895,25
data/train/frame_441.jpg,No finding,0,0,0,1,1
data/train/frame_442.jpg,Allianz,1,800,200,895,225
data/train/frame_443.jpg,Allianz,1,800,400,895,425
data/train/frame_444.jpg,Allianz,1,800,600,895,625
data/train/frame_445.jpg,Allianz,1,0,0,95,25
data/train/frame_446.jpg,Allianz,1,0,200,95,225
data/train/frame_447.jpg,Allianz,1,0,400,95,425
data/train/frame_448.jpg,Allianz,1,0,600,95,625
data/train/frame_449.jpg,Allianz,1,200,0,295,25
data/train/frame_450.jpg,Allianz,1,200,200,295,225
data/train/frame_451.jpg,No finding,0,0,0,1,1
data/train/frame_452.jpg,Allianz,1,200,400,295,425
data/train/frame_453.jpg,Allianz,1,200,600,295,625
data/train/frame_454.jpg,Allianz,1,400,0,495,25
data/train/frame_455.jpg,Allianz,1,400,200,495,225
data/train/frame_456.jpg,Allianz,1,400,400,495,425
data/train/frame_457.jpg,Allianz,1,400,600,495,625
data/train/frame_458.jpg,Allianz,1,600,0,695,25
data/train/frame_459.jpg,Allianz,1,600,200,695,225
data/train/frame_460.jpg,Allianz,1,600,400,695,425
data/train/frame_461.jpg,No finding,0,0,0,1,1
data/train/frame_462.jpg,Allianz,1,600,600,695,625
data/train/frame_463.jpg,Allianz,1,800,0,895,25
data/train/frame_464.jpg,Allianz,1,800,200,895,225
data/train/frame_465.jpg,Allianz,1,800,400,895,425
data/train/frame_466.jpg,Allianz,1,800,600,895,625
data/train/frame_467.jpg,Allianz,1,0,0,95,25
data/train/frame_468.jpg,Allianz,1,0,200,95,225
data/train/frame_469.jpg,Allianz,1,0,400,95,425
data/train/frame_470.jpg,Allianz,1,0,600,95,625
data/train/frame_471.jpg,No finding,0,0,0,1,1
data/train/frame_472.jpg,Allianz,1,200,0,295,25
data/train/frame_473.jpg,Allianz,1,200,200,295,225
data/train/frame_474.jpg,Allianz,1,200,400,295,425
data/train/frame_475.jpg,Allianz,1,200,600,295,625
data/train/frame_476.jpg,Allianz,1,400,0,495,25
data/train/frame_477.jpg,Allianz,1,400,200,495,225
data/train/frame_478.jpg,Allianz,1,400,400,495,425
data/train/frame_479.jpg,Allianz,1,400,600,495,625
data/train/frame_480.jpg,Allianz,1,600,0,695,25
data/train/frame_481.jpg,No finding,0,0,0,1,1
data/train/frame_482.jpg,Allianz,1,600,200,695,225
data/train/frame_483.jpg,Allianz,1,600,400,695,425
data/train/frame_484.jpg,Allianz,1,600,600,695,625
data/train/frame_485.jpg,Allianz,1,800,0,895,25
data/train/frame_486.jpg,Allianz,1,800,200,895,225
data/train/frame_487.jpg,Allianz,1,800,400,895,425
data/train/frame_488.jpg,Allianz,1,800,600,895,625
data/train/frame_489.jpg,Allianz,1,0,0,95,25
data/train/frame_490.jpg,Allianz,1,0,200,95,225
data/train/frame_491.jpg,No finding,0,0,0,1,1
data/train/frame_492.jpg,Allianz,1,0,400,95,425
data/train/frame_493.jpg,Allianz,1,0,600,95,625
data/train/frame_494.jpg,Allianz,1,200,0,295,25
data/train/frame_495.jpg,Allianz,1,200,200,295,225
data/train/frame_496.jpg,Allianz,1,200,400,295,425
data/train/frame_497.jpg,Allianz,1,200,600,295,625
data/train/frame_498.jpg,Allianz,1,400,0,495,25
